Skype	5	2020-12-06T13:25:43+00:00	I like the new update of Skype! I am using Skype for my online teaching, and it is very convenient and easy to navigate. So far this is the best platform in terms of the sound quality especially in piano teaching. I am using Skype years ago and the quality is still up to par.
Skype	4	2020-12-01T21:40:13+00:00	Used it only for a few months but did not have any issue. Also their customer service was very quick to resolve my refund request.
Skype	1	2020-12-01T08:01:51+00:00	Customer support is always unavailable. In the meantime I receive automated emails stating that they are going to charge me a monthly fee for something I don't even have a subscription to.
Skype	5	2020-11-30T15:59:09+00:00	Excellent App, it just needs to be faster
Skype	1	2020-11-29T11:48:59+00:00	"The design of Skype is very bad. 
There are boxes, all over the screen, you close one and another opens, sometimes there are two boxes.
There is an emoji that flashes, not sure why, as there are only 8 available, this is very annoying, we use this for business, we don't need a heart emoji flashing during a sales call.
How can Microsoft, not design Skype to be simple and efficient, like Zoom?
Why does it need to be so badly designed?"
Skype	1	2020-11-27T16:13:40+00:00	Purchased a subscription from Skype but the number didn't work.  Tried to get through to CS, but it was impossible.  In the end, I cancelled my subscription.  Stick with the free service.
Skype	4	2020-11-18T12:25:48+00:00	The app itself is very good, but the service can be much better
Skype	1	2020-11-17T11:18:00+00:00	so tired of receiving the microsoft text message to verify my skype for business account, i receive it randomly, for no reason, when it's been verified 100 times before.. and i have to enter the code every time.. so annoying
Skype	1	2020-10-28T10:23:20+00:00	Awful interface.Settings either in wrong places or completely hidden. Grid views never work properly. Caller windows don't appear. People can't see each other. No clear idea why certain video windows don't appear on main screen as grid - or at all - but may still indicate as 'connected' via circular profile icons at top. It's a complete mess.
Skype	1	2020-10-25T15:11:14+00:00	"Signed up as I am sick of being charged ludicrous charges for landline calls. Complete waste of time as recipients don't receive calls from Skype....looked online and suggested adding a caller ID, finally found that and it wouldn't accept either my landline or mobile number as ID....should have guessed M$ would have put the kiss of death on Skype, just look at Windows 10 - a total joke

UPDATE
As I couldn't get it to accept my mobile number and could find no way to contact them, other than automated M$ BS I opened a Paypal dispute and they instantly refunded my money....good riddance, wish I could be refunded for totally useless, waste of everybody's time, Windows 10 too but I didn't buy it as I had it forced onto me when they ended support for Windows 7. Which always worked just fine, usual in denial M$ always thinking they are right but just seriously haven't got a clue"
Skype	1	2020-10-17T05:27:35+00:00	Skype live captions are abysmal!  The text is unreal, and absolutely NOT what’s being spoken!  Nonsensical.  Absolute rubbish.  Why have this app if it just does not work!  Best just remove it.  Totally rubbish. Extremely disappointed as I was hoping to be able to use this app.
Skype	1	2020-10-16T05:59:25+00:00	"cant leave 0 stars. Or negative stars. But If I could I would leave negative stars.  Or a very dark, dark black 1 star. Please do not add up the 1 star ratings from all your unsatisfied customers, you cannot count up the 1 stars to make more stars.  Bad Microsoft.

Unresolved issue about billing after 5 contacts with skype customer support over a month with different but equally unhelpful advice provided at each encounter, acknowledged to be a skype side error rather than a banking error because ""there was a limit on the account are being set automatically by the system/you already reached the purchase limit"".  Please note that even attempting the lowest refill of 3.87USD as suggested by the last manager could not be processed. (brackets: ""I'm sorry sir, your deposit services have been suspended, you have deposited 19USD into our bank over the last month and the system can no longer allow you to deposit 3.87USD: compu'a says no, please try again in a month"".).   Customer support, my suggestion would be change profession to another company: have you tried Viber?

I understand this is a chat forum for microsoft Skype, so I should ask a question to open dialogue: can anyone suggest a better system of VOIP or has anyone tried Viber? 

So just to confirm: my account was created over a month ago (around 9 august), had ~20USD added to the accoun which was used over the last month, and you cannot add USD3.87 credit to the account because ""because the system is not allowing you to purchase since you already reached the purchase limit"". Please confirm this as yes or no.

October 16, 2020, 12:35 pm
User
Yes that is correct. 

October 16, 2020, 12:36 pm
Cyrill"
Skype	5	2020-10-12T11:38:38+00:00	This is one of the most useful app for me in 21st century. Skype has very standard features, it is helped a lot of people in the pandemic of Covid-19 Skype has clear audio, great translation, great subtitle tool and good camera I recommend everyone to use this app.
Skype	1	2020-10-09T22:27:47+00:00	I've had a skype account for over 10 years now.  A couple of weeks ago, they locked my account for suspicious activities when all I did was to top up my account £23.99. They then refused to return my money or unblock my account. A customer service supervisor said that she did an investigation and her decision was FINAL and NO ONE at Microsoft will be able to unblock my account. After I provided all information to prove that there was no fraudulent activities, she still refused to acknowledge that a mistake was made. Such arrogance is beyond belief.  Truly appalling!
Skype	1	2020-10-07T09:23:08+00:00	Avoid Skype. They can't even accept simple payments and are blocking the account for no reason.
Skype	1	2020-10-06T16:29:27+00:00	"After having been refunded for 23 fraudulant transactions during September I received 3 emails today.The first stated thankyou for setting up auto recharge( I hadn't) for 10 Australian dollars .I am a UK citizen.The second told me my auto recharge had been cancelled. The third told me I had been charged 25 Australian dollars!
  Impossible to get through to anybody.Endless codes.None of which work."
Skype	3	2020-09-30T04:25:46+00:00	"It's easy to create a meeting link, share the link with participants, and join the call. Skype integrates desktop app to web app, so we are able to open Skype on the Web. It permits us to welcome up to 50 individuals to our assemble and appreciate free conferences on Skype. It allows us to share presentations, work materials in conference calls and helps to collaborate and monitor our work. It allows us to simply turn on the background blur feature for user's privacy concerns. It permits us to Record our call for later audits and note-taking purposes.

In 30days duration, the sent files on the messages are unable to download from the users. It needs a high-speed stable internet connection for the videoconference. It utilizes all the more processing assets of the devices that lead to the crashing of the application once in a while."
Skype	1	2020-09-27T20:18:50+00:00	Every time we call our grandmother, the call begins to glitch after 10 to 15 minutes and becomes unusable.
Skype	1	2020-09-26T11:46:21+00:00	Awful product, no support, no possibility to change important account details. Stay far far wawy!
Skype	2	2020-09-25T09:28:42+00:00	"I subscribe to a landline number through skype.

It wasn't easy to give 2/5, because the price is very competitive and the service has been fine.

Except that I'm displeased with the recent service. Due to a really rubbish account-management website offered by skype, I was unable to switch my payment to a new card.

I received an email saying it couldn't take the £22.50 I was due to pay, even though I'd done my best to get my new card attached to the subscription. I then had to buy again, at the new higher price of over £40.

The online support person tried to instruct me how to do it right in future, but even his instructions first were completely wrong. The eventual way to do it was not at all clear, so it's unsuprising that I was unable to do it by myself. (I'm a regular computer user and good with websites/technology but still couldn't find it myself.)

However, in the end Microsoft still refused to let me have the original price - the one it had emailed me about and that I've paid all this time - saying it has reviewed its subscription prices.

I would have been fine if it had just wrote to me before the subscription renewal to say that it can't continue at the old prices. But it didn't. It tried to take payment at the original price and then, because it's website is a bit sucky, I ended up on the new price. I think I should be entitled to a refund and I'm surprised and disappointed that they didn't offer better customer service on this occasion.

Unfortunately I am stuck with them though. Although there are ways to port skype landline numbers, their price for the landline number is simply too competitive - even at the higher price of £40ish per year."
Skype	5	2020-09-24T12:11:02+00:00	I've used this application in our company, and now that I'm working from home, It really helps me at my task or trainings. It is also a fast way to communicate with my Colleagues. Also User-friendly application. Highly Recommend this app.
Skype	5	2020-09-23T03:31:31+00:00	I hate that this company has such a low ranking. We love Akype both their desktop and mobile apps for inter-office communication. The creations of department groups and DMs makes it easy to work remote and stay close to the team. The quality has also been enhanced significantly. Now if you need a giant video conference, that's not Skype. There are better products for that.
Skype	1	2020-09-22T03:19:38+00:00	"Skype is a Mafia scam website.  I WILL NEVER USE SKYPE AND SKYPE USE UR PRIVACY AND YOUR CHAT AGAINST YOU.  You have no privacy whatsoever there!!!!  I told  women who tried to scam me on skype to F""** off and stay away scammer........SKYPE CLOSED MY SKYPE !!!  You should protect us from scammer skype.    I send many email i get only robotic Answers."
Skype	4	2020-09-19T14:22:52+00:00	A great app for connecting!
Skype	1	2020-09-15T21:32:22+00:00	"My credit card company is investigating Skype for fraud after they billed me 24 times in one month for auto top up.I wasn't even using the service at the time.
   Completely unacceptable behaviour."
Skype	1	2020-09-07T08:43:03+00:00	The updated UI of Skype is counter intuitive and really brings down the whole experience.
Skype	1	2020-09-05T16:23:56+00:00	"I had account on skype since 2008 and microsoft but once I ve been hacked and all my data are on their platform they still send me to a robot to answer some stupid questions to see if is me or not. Classic move of ""machines knows it all"" but is not like that :( I feel deceived and I hope those 2 companies together go to trash as soon as possible. they don't deserve the users respect and their customer service it is just an online burocracy. terrible. NEVER EVER EVER GET MICROSOFT GUYS! NEVER !!!! BE WISE...."
Skype	5	2020-09-03T10:48:59+00:00	A great app for connecting with friends, family, loved ones and most esp clients all around the world. Love this app!
Skype	1	2020-08-23T15:22:27+00:00	"I have checked Trust Pilot for a separate page for Skype's Meet Now. There isn't one and I can't create one because there is no separate web url for it. 

That's a shame for traditional Skype because I have had years of good service from it and mostly free apart from when I used it to call landlines and mobiles.  I would give old Skype four stars.

Skype Meet Now is another matter. I have wasted the best part of an afternoon because I tried to set up a group meeting on Meet Now rather than Zoom.

The hype suggests Microsoft is as good as if not better than Zoom. Not in my experience. Two people struggled. OK, they are not tech savvy, but they managed fine with Zoom.

One had an issue because she had an old version of Skype that was triggered by the Meet Now link.

The other uses Safari browser. This appears to be incompatible with Meet Now. 

I will be sticking to Zoom and shorter meetings."
Skype	1	2020-08-21T07:56:49+00:00	"The ringtone upon receiving calls is louder than the Lebanon explosion, and it stops whatever software you are using to show you the call, so that you can die in your game in key moments and fails your teammates. And apparently there is no option to stop this from happening because Skype really likes to interrupt whatever software you are using, not only that, and it will also turn down the volume of every single program running on the computer by 50%, and there is no option to disable that as well. I thought it was a voice chat program, not a toxic-attention-seeking-relationship partner.
I an wondering, during the Corona virus quarantine, where online chats and video conference software skyrocket their client counts, how does Skype manage to fail so disgustingly. Did you guys get paid to purposely make the software terrible? So that everyone will switch to using Zoom or other of your competitors? Because it is so difficult to make a product with such terrible quality even doing so intentionally.
Now get take this review and get out of my computer."
Skype	5	2020-08-20T12:04:47+00:00	in our company we found that skype is the most accessible and easy way to communicate in between task or trainings. Fast connection and clarity.
Skype	5	2020-08-20T10:03:57+00:00	I always use it with my boyfriend since I don’t have face time , works pretty well with good wifi connection , also via texts. Great picture quality… recommended!!!
Skype	1	2020-08-18T13:31:59+00:00	Unusable rubbish. Switch to Teams if you can.
Skype	1	2020-08-15T22:37:28+00:00	"if i could give skype 0 i would
Its not fit for purpose, i like to use it to have a txt and video conversation without the voice but for the last week it has been unusable. The txt side of the app will not work while using video chat. its utter rubbish"
Skype	5	2020-08-14T18:44:28+00:00	Rodriguez Law Group, Inc., a firm in San Gabriel uses Skype because it is a great tool, they have good customer service & it is easy to use. Skype has greatly helped us during the pandemic. Thank you!
Skype	1	2020-08-10T14:25:11+00:00	I have to use this thing for work and it makes me crazy using this non-functioning garbage. It freezes for entire minutes, halfway through typing a message. I don't even use this thing for calling, I can't imagine how that would go. Just messaging. It goes on normally for hours and then it freezes for 10 minutes, mid-work. I have no idea how is this garbage still around. Terrible program!!!
Skype	1	2020-08-07T05:51:04+00:00	It makes my work days so much worse. I positively hate it when I had to turn it on. Lag, limited functionality, bad connection, inadequately high CPU usage, and constant updates. Can't wait for it to finally die out - at least most companies switched to normal software
Skype	2	2020-08-06T09:29:07+00:00	Problems with synchronization
Skype	5	2020-07-28T08:21:43+00:00	Skype has always been good to me. I appreciate it and it is a great resource and tool to use.
Skype	1	2020-07-22T11:37:03+00:00	This piece of software will never seize to amaze me. It is singlehandedly the worst piece of software I ever worked with. It's full of bugs, even simple tasks like sending a message to another skype user is a challenge. Chat windows wont open, messages will never be received (randomly), sometimes it rings for incoming calls sometimes not.. SUPER slow and cumbersome interface and every new version (won't even ask the user if he wants to upgrade) introduces tens of new bugs breaking even the simplest functions of the application. Just horrible piece of software. Avoid and let it die as it deserves.
Skype	1	2020-07-20T20:08:06+00:00	Skype to go suddenly stopped working. I spent three 30 min chat sessions with their technical support to get it fixed. Waste of time. I was refused a refund afterwards... avoid at all costs !
Skype	1	2020-07-20T16:15:34+00:00	In my skypeaccount appeared all the contacts and past conversations of a friend who used my phone. Very questionable privacy settings. Something like this is very disturbing.
Skype	1	2020-07-16T10:27:50+00:00	"Confusing, hard to use and Rubbish. 
Avoid. Go with ZOOM v easy.

I had a link but as it is highly confidential i could not send it to a private email. So i needed to just type in the Skype meeting number.
Could i find how to do that simplest of things? NO

thanks skype for totally messing up a meeting where peoples futures were in the balance."
Skype	3	2020-07-16T08:38:42+00:00	I've had problems with messages in Skype. Once I received a notification on Monday that I have new messages. Those messages were sent to me on Thursday last week...Their support couldn't do much either...Frustrating
Skype	1	2020-07-10T11:42:14+00:00	"Due to the fact tha we have to contact a lot of users, we're dropping 30+ connections a day, which sometimes triggering skype's algorithms and they can lock/suspend your account. That is exactly what's happened to my account. They first suspend it and then closed for good. 
""We evaluated your appeal and verified your account was properly closed for a serious violation of the Microsoft Services Agreement. 
Pursuant to our terms, we cannot reactivate your account, nor provide details as to why it was closed. This represents Microsoft’s final communication regarding this account."" They pointed that account some ""terms"", so-called ""code of conduct"" was ""seriously violated"", but there was no real explanation - what exactly were the reasons for that. 

I haven't found ANY exact info about what can you possibly broke in terms of your ""code of conduct""...

No exact numbers in terms of daily / weekly / monthly connections, no info about restrictions etc.
Don't get me wrong - we can easily dismiss Skype from our messengers for the clients and ask them to use Telegram, Wattsapp or good old ICQ for further connections. 
In addition - I'm strongly disagreed with their disposition on following:
""We have seen abusive behavior that includes one or more of the following:

﻿Sending excessive new contact requestsReporting excessive abuse reports on other accountsSearching an excessive amount of contacts in Skype
Abusive behaviour they saying, comparing me with a spammer? Sending excessive new contact requests - what is ""excessive""? Where is a measure or volume of it, declared in your ""Code of conduct""? 
Reporting excessive abuse reports on other accounts - had reported only several contacts for heavy spam. Again - where is the number, conducting that ""excessive"" amount?
Searching an excessive amount of contacts in Skype  - same as above. If you have an exact number of those searches (which in my opinion - utterly weird to even apply for) - kindly show it to me, so I'll be aware of it.
Summarizing all above: me personally and my firm, my colleagues and our clients using Skype as a way of communication, not for spam (to make it clear once and for all). We use it to contact, because our clients use it, nothing more, nothing less. 
So by restricting access for me or any support manager like myself - you are simply creating a bad experience for other Skype users and slowly losing a competition against other services like yours."
Skype	5	2020-07-09T12:45:00+00:00	Great communicating service. Probably the best and Microsoft only keeps improving it.
Skype	4	2020-07-03T07:05:09+00:00	I'm using skype every day because it's being used as communication channel in my company. It's fine, but since it's so popular I think it could be a bit faster. I think it could be faster when searching, since this is something I use often.
Skype	2	2020-07-02T03:23:16+00:00	I dont know why but I couldn't use this app very often on my pc because I go to much blue screen, i really hate it.
Skype	3	2020-06-30T13:54:26+00:00	"No the bad app to connect with family and friends, but needs to be updated for sure, not really that comfortable anymore like it was before
Still useful"
Skype	1	2020-06-30T11:06:12+00:00	I used to use skype everyday.Since their redising i cant seem to figure how to add people on the new account. Are they using a UX designer? my god they should use a better one, or listen to the advice of an expert.
Skype	1	2020-06-26T22:13:39+00:00	I use Skype for international phone calls, their rate are pretty cheap and connection generally good. Got new phone, installed app, and realized I didn't remember password. A nightmarish loop of trying to recover it. Too long to explain it here but I can't believe how bad Microsoft has made it. Tried to get help through a chat and Twitter support for days. Incompetent idiotis.
Skype	5	2020-06-24T19:51:33+00:00	use it every day to talk to family in Estonia
Skype	1	2020-06-19T10:22:08+00:00	Terrible app, no service. Blocked a landline for no reason, no way to contact support. Raised the rate for USA landlines from two to twelve cents per minute. Added connection charges. Awful UI. Dropping calls....After many years using Skype as my primary telephony service I’m leaving. I wish I didn’t have to. But I really have no choice.
Skype	4	2020-06-18T18:35:12+00:00	For interoffice communication it is great but for group video its not as easy to use or navigate. Depends on what you are trying to do but there are other good options out there for video.
Skype	2	2020-06-17T10:57:00+00:00	"I had an Skype account since 2003 and was great to use. However now Microsoft links the account to the same email of a computer. But this feature is not available on old accounts. So my credit and agenda is lost. They request me to buy new credit.
Worst think is that Microsoft customer service is fooling me sending my request on a dead end questionnaire loop. What a pity that Skype was bought by Microsoft and their   incompetent customer service.
So unfortunately after having a great service the only option is to use other comm app."
Skype	1	2020-06-14T16:21:01+00:00	"Horible search engine
saves files for only 30 days
Bad performance 
Actually unbelievable that this is one of the most popular communication platforms in 202 with the features it has."
Skype	1	2020-06-08T21:38:35+00:00	"My Skype experience has been awful.  I had used the app for a video conference days ago and then didn't open it again. However, I was informed by a fellow user that I was seen on Skype '7 hours ago.'  This was untrue!  Then, I signed out and back in. This same person said after I did that, my status changed to 'last seen days ago.'  
I have tried to reach Skype for help and that is impossible.  My account has been closed and I will not be returning to Skype.
I do not typically write reviews but I don't like being seen on-line when I am not on-line and no one at Skype/Microsoft is available to help me.
Goodbye, Skype."
Skype	1	2020-06-07T14:17:18+00:00	Can't reach my friend on Skype today. It's not doing the ringing tone at my end, just the double beep thing, it's ringing at his end but a message appears saying unable to connect please try again later. When you DO connect the speech is garbled and the video quality varies from crystal clear to a smudge on virtually every call I make. It was light years better before Microsoft got hold of it, in fact Microsoft Messenger was good too. Been trying now for 30 minutes and no chance of a connection:-(
Skype	1	2020-06-03T18:46:29+00:00	"Skype Sucks

They really missed their chance. Im glad there are other platforms for video conferencing now since skype bugged and i've lost the ability to access my account."
Skype	3	2020-06-02T19:58:54+00:00	They improved it a bit so i am gonna rate it 3 stars now
Skype	1	2020-06-02T16:07:46+00:00	Skype is just garbage compared to all other videochat services
Skype	5	2020-05-29T21:28:02+00:00	All good.Best features set in the communication world. Great sync between moble and desktop. The best emoticons ever. Best call quality. WhatsApp sucks with video call quality.
Skype	1	2020-05-28T16:20:26+00:00	"Of all the chat/call apps available, Skype is the worst.

It used to be great, but then Microsoft bought Skype and decided to ruin it.

Now you aren't allowed multiple chat windows, chat messages can take hours to arrive. Notifications that you have new messages can just not happen. People think they are calling you, but your PC never rings. Managing the options through the settings is a nightmare.

Use anything else if you have the option. The only thing it is good for is calling ""real"" phones. The international calling rates are pretty cheap."
Skype	1	2020-05-28T10:41:21+00:00	This is the worst app ever, that doesn't let me call anyone or pick up someone's call. I have to reinstall it to attend a call😠😠🤬🤬👎👎👎.
Skype	1	2020-05-27T09:21:23+00:00	"Any device with skype on is a fire risk, PLEASE UNINSTALL!!!!!. I've had a blackberry neon explode and now a ""Thinkpad X240, running Ubuntu 20.04 give me a overheat warning"" the company behind this application, it seems is trying to kill us all, PLEASE GET RID, YOU'LL  DIE. learn from mine and my brother's experience I implore you please. Personal Statement ""The company' behind this service is unhappy they're bust and obviously p*ssed we the consumer are responsible because we don't want their terrible software.

It's your own fault, Microsoft, Windows 8 and onward sucked the joy out of computing. Not ours.""

Once upon a time I hated Apple. ""Their facetime is flawless, I'm now an Apple convert""

""Microsoft is like Futurama's MOM corp... EVIL""
""Apple may be expensive... but worth it."""
Skype	2	2020-05-26T21:05:20+00:00	I rarely use Skype to be honest. There’s so many easier alternatives. But when do use it I find it needlessly complex and unergonomic. Perfect example: all I wanted to do today was see through a friends webcam whilst simultaneously texting through the inbuilt text option. After twenty minutes of fiddling I couldn’t work out if it was even possible. I had managed to take a screenshot somehow but that’s it.
Skype	3	2020-05-21T03:05:05+00:00	Is it possible that Skype has been 50% down ever since Microsoft took over ? Ain't no Skype-Hater here but please guys, improve the product and establish some kind of customer service!!!
Skype	1	2020-05-13T12:09:33+00:00	No Support, No good since microsoft to over the product.
Skype	4	2020-05-13T07:48:45+00:00	One of the best app in this field.
Skype	1	2020-05-08T05:51:20+00:00	When you need to contact the Better Business Bureau (BBB) to cancel your subscription, you know things are bad. Multiple phone calls, phone lines that are completely out of service, being taken in circles around the website, broken links - Skype has it all. Microsoft have turned into absolutely incompetent scammers - pathetic.
Skype	1	2020-05-07T16:32:39+00:00	WHY IS IT SO HARD TO CHANGE A MOBILE NUMBER... DELETING MY ACCOUNT AND ADDING MY NEW ONE ON THAT NEW PROFILE IS EASIER... WHEN THAT HAPPENS THAT MEANS ITS TOO COMPLICATED.
Skype	1	2020-05-06T18:32:45+00:00	"It's become a steaming pile of poop ever since Microsoft acquired Skype. It used to just work. Now my messages take ages to load. Today I just got locked out of my account for no apparent reason, just some vague ""security"" excuse and I could only unlock it by giving them my phone number. 

Terrible product. Would NOT spend a single cent on it."
Skype	1	2020-05-03T18:25:37+00:00	"I used to work on this product, left in 2013. Since I left, Microsoft has absolutely destroyed this wonderful communications tool by aggressively moving it from a simple application to an ""APP"" based, cloud driven pile of garbage that tries to hook into too many other Microsoft products and accounts, then just when Microsoft reach peak unusability, they stop developing the platform. Teams is just as bad, you'll have to use an application with poor security, or they routes its communications through China to get a decent video call experience this lockdown.
Literally 3/4 of the calls with family on Skype consist of troubleshooting it not working."
